proposal,fitness,cycle_time,temperature
"[[77, 4], [62, 24], [42, 2], [68, 37], [33, 64], [29, 49], [92, 69], [80, 7], [46, 86], [79, 4]]",1.7734268569613776,7.40171480178833,1.0
"[[19, 85], [84, 41], [97, 87], [98, 0], [21, 44], [77, 80], [51, 39], [34, 22], [39, 66], [32, 44]]",1.7219945136936858,14.848302364349365,0.98
"[[23, 26], [60, 48], [79, 91], [23, 97], [40, 15], [54, 77], [65, 55], [57, 85], [93, 0], [78, 22]]",1.8638011495597553,22.327797651290894,0.9603999999999999
"[[73, 30], [85, 13], [67, 37], [26, 12], [59, 9], [80, 61], [47, 51], [35, 9], [82, 64], [38, 73]]",1.6546477748419357,29.721555471420288,0.9411919999999999
"[[82, 66], [54, 9], [32, 6], [75, 19], [86, 72], [52, 5], [89, 6], [96, 93], [21, 31], [36, 43]]",1.1383267195019033,37.20529508590698,0.9223681599999999
"[[45, 100], [61, 48], [98, 41], [60, 100], [40, 16], [36, 43], [97, 15], [52, 62], [67, 18], [81, 42]]",1.4770398892894463,44.562540769577026,0.9039207967999998
"[[39, 79], [47, 88], [59, 7], [95, 9], [87, 36], [20, 23], [28, 43], [30, 47], [21, 64], [64, 76]]",2.172567937810288,51.942084074020386,0.8858423808639998
"[[39, 79], [47, 88], [59, 7], [95, 9], [87, 36], [20, 23], [28, 43], [30, 47], [22, 64], [64, 76]]",2.256882963954186,59.410775661468506,0.8681255332467198
"[[45, 1], [77, 24], [36, 86], [31, 72], [71, 41], [34, 4], [93, 61], [44, 25], [70, 40], [91, 63]]",1.6140185697676959,66.79370760917664,0.8507630225817854
"[[25, 43], [30, 50], [53, 55], [59, 22], [21, 61], [51, 84], [38, 59], [45, 38], [74, 9], [23, 53]]",1.8217241778454247,74.31638979911804,0.8337477621301497
"[[77, 10], [51, 65], [23, 83], [19, 16], [32, 42], [98, 67], [25, 17], [56, 80], [33, 78], [27, 24]]",2.037434291859115,81.64852356910706,0.8170728068875467
"[[77, 10], [51, 64], [23, 83], [19, 16], [32, 42], [98, 67], [25, 17], [56, 80], [33, 78], [27, 24]]",2.049055648954095,88.95396900177002,0.8007313507497957
"[[39, 69], [97, 14], [99, 71], [59, 11], [16, 84], [82, 59], [28, 12], [40, 31], [73, 1], [73, 78]]",1.5108007439581947,96.28294587135315,0.7847167237347998
"[[39, 69], [97, 14], [99, 71], [59, 11], [16, 84], [82, 59], [28, 12], [39, 31], [73, 1], [73, 78]]",1.525715072675041,103.88514304161072,0.7690223892601038
"[[90, 18], [27, 0], [21, 57], [56, 45], [63, 92], [52, 17], [70, 95], [29, 3], [31, 73], [91, 82]]",1.624917873805022,111.04714632034302,0.7536419414749017
"[[96, 26], [80, 27], [75, 16], [31, 29], [96, 49], [21, 2], [89, 12], [19, 42], [35, 81], [81, 96]]",1.5964105447936472,118.34334421157837,0.7385691026454037
"[[83, 82], [64, 31], [29, 99], [96, 55], [68, 82], [63, 47], [31, 5], [57, 22], [19, 30], [28, 54]]",2.000868526450895,125.513831615448,0.7237977205924956
"[[83, 71], [46, 94], [24, 87], [99, 13], [99, 86], [35, 62], [77, 28], [44, 84], [83, 57], [86, 16]]",0.8656689442885501,132.6989245414734,0.7093217661806457
"[[32, 10], [22, 43], [91, 54], [84, 63], [78, 5], [51, 26], [20, 5], [53, 93], [70, 36], [93, 37]]",1.8760724341516721,140.05097270011902,0.6951353308570327
"[[32, 10], [22, 43], [91, 54], [84, 63], [78, 5], [51, 26], [20, 5], [52, 93], [70, 36], [93, 37]]",1.8918575174525003,147.47628712654114,0.6812326242398921
"[[95, 97], [20, 34], [71, 70], [32, 13], [37, 49], [74, 95], [16, 41], [25, 65], [25, 9], [33, 79]]",2.279887706115571,154.81521940231323,0.6676079717550942
"[[95, 97], [20, 34], [71, 70], [33, 13], [37, 49], [74, 95], [16, 41], [25, 65], [25, 9], [33, 79]]",2.2915357350954793,162.0761103630066,0.6542558123199923
"[[95, 97], [20, 34], [71, 70], [33, 13], [37, 49], [74, 95], [16, 41], [25, 65], [25, 9], [33, 80]]",2.3020182168776246,169.5542335510254,0.6411706960735924
"[[95, 97], [20, 34], [71, 70], [33, 13], [37, 49], [74, 95], [16, 41], [25, 65], [25, 9], [33, 81]]",2.3123037052792235,177.03630805015564,0.6283472821521205
"[[95, 97], [20, 34], [71, 70], [33, 13], [37, 49], [74, 95], [16, 41], [25, 65], [25, 9], [33, 82]]",2.3221450713682352,184.27285289764404,0.6157803365090782
"[[95, 97], [20, 34], [71, 70], [34, 13], [37, 49], [74, 95], [16, 41], [25, 65], [25, 9], [33, 82]]",2.3318912068260014,191.68362951278687,0.6034647297788965
"[[95, 97], [20, 34], [71, 70], [34, 12], [37, 49], [74, 95], [16, 41], [25, 65], [25, 9], [33, 82]]",2.4252704417381237,198.83967518806458,0.5913954351833186
"[[95, 97], [20, 34], [71, 70], [34, 12], [37, 49], [74, 95], [16, 41], [25, 65], [25, 9], [33, 83]]",2.434865520060977,206.28991079330444,0.5795675264796523
"[[95, 97], [20, 34], [71, 70], [35, 12], [37, 49], [74, 95], [16, 41], [25, 65], [25, 9], [33, 83]]",2.444444024613697,213.70978450775146,0.5679761759500592
"[[95, 97], [20, 34], [71, 70], [36, 12], [37, 49], [74, 95], [16, 41], [25, 65], [25, 9], [33, 83]]",2.4550114690931713,221.21036338806152,0.5566166524310581
"[[95, 97], [20, 34], [71, 70], [37, 12], [37, 49], [74, 95], [16, 41], [25, 65], [25, 9], [33, 83]]",2.4649768974423076,228.67856407165527,0.5454843193824369
"[[95, 97], [20, 34], [71, 70], [38, 12], [37, 49], [74, 95], [16, 41], [25, 65], [25, 9], [33, 83]]",2.4740892236671965,235.87406849861145,0.5345746329947881
"[[95, 97], [20, 34], [71, 70], [39, 12], [37, 49], [74, 95], [16, 41], [25, 65], [25, 9], [33, 83]]",2.483436397830303,243.05502676963806,0.5238831403348924
"[[95, 97], [20, 34], [71, 70], [39, 12], [37, 49], [74, 95], [16, 41], [25, 65], [25, 9], [33, 84]]",2.4925312976206024,250.63045811653137,0.5134054775281945
"[[95, 97], [20, 34], [71, 70], [40, 12], [37, 49], [74, 95], [16, 41], [25, 65], [25, 9], [33, 84]]",2.500954426438403,258.292799949646,0.5031373679776306
"[[95, 97], [20, 34], [71, 70], [41, 12], [37, 49], [74, 95], [16, 41], [25, 65], [25, 9], [33, 84]]",2.5097524023290587,265.7941083908081,0.493074620618078
"[[95, 97], [20, 34], [71, 70], [42, 12], [37, 49], [74, 95], [16, 41], [25, 65], [25, 9], [33, 84]]",2.519096502638577,272.95328855514526,0.48321312820571644
"[[95, 97], [20, 34], [71, 70], [43, 12], [37, 49], [74, 95], [16, 41], [25, 65], [25, 9], [33, 84]]",2.5291510705466864,280.34567737579346,0.4735488656416021
"[[95, 97], [20, 34], [71, 70], [44, 12], [37, 49], [74, 95], [16, 41], [25, 65], [25, 9], [33, 84]]",2.54074728417688,287.5127966403961,0.46407788832877006
"[[95, 97], [20, 34], [71, 70], [45, 12], [37, 49], [74, 95], [16, 41], [25, 65], [25, 9], [33, 84]]",2.5576271037211225,295.0269582271576,0.45479633056219465
"[[95, 97], [20, 34], [71, 70], [45, 12], [37, 49], [74, 95], [16, 41], [25, 65], [25, 8], [33, 84]]",2.5659836482704232,302.2134828567505,0.44570040395095073
"[[48, 49], [42, 77], [51, 30], [54, 60], [17, 59], [89, 64], [71, 61], [35, 73], [38, 36], [35, 10]]",2.24572103060909,309.70866799354553,0.4367863958719317
"[[48, 49], [42, 77], [51, 30], [54, 60], [17, 59], [89, 64], [71, 61], [35, 73], [37, 36], [35, 10]]",2.2583488003623744,317.03653168678284,0.42805066795449304
"[[48, 49], [42, 77], [51, 30], [54, 60], [17, 59], [89, 64], [71, 61], [35, 73], [36, 36], [35, 10]]",2.2700369108919576,324.4035053253174,0.41948965459540316
"[[48, 49], [42, 77], [51, 30], [54, 60], [17, 59], [89, 64], [71, 61], [35, 73], [35, 36], [35, 10]]",2.2816127262075536,331.8912401199341,0.4110998615034951
"[[26, 91], [65, 72], [70, 71], [96, 29], [75, 89], [93, 22], [24, 32], [40, 62], [66, 26], [59, 11]]",1.782464815887534,339.07302808761597,0.4028778642734252
"[[62, 77], [77, 15], [37, 53], [93, 99], [100, 88], [97, 20], [94, 49], [30, 9], [51, 54], [93, 88]]",1.1176501527247336,346.4582488536835,0.39482030698795667
"[[56, 11], [100, 30], [43, 46], [87, 64], [34, 42], [46, 91], [34, 39], [16, 75], [49, 33], [85, 42]]",1.9603149756766844,353.63812041282654,0.38692390084819756
"[[73, 88], [94, 59], [94, 13], [60, 89], [21, 46], [69, 34], [72, 57], [43, 57], [64, 54], [69, 74]]",1.1706080029156838,360.787677526474,0.3791854228312336
"[[52, 98], [96, 2], [92, 98], [38, 7], [79, 39], [24, 32], [39, 52], [91, 31], [40, 97], [99, 63]]",1.7839405986601609,368.42512130737305,0.37160171437460887
"[[40, 48], [77, 90], [91, 16], [35, 3], [83, 33], [51, 32], [45, 66], [89, 98], [83, 44], [34, 42]]",1.30500618244056,375.58276772499084,0.3641696800871167
"[[93, 98], [19, 32], [35, 96], [25, 72], [70, 21], [49, 6], [27, 44], [47, 42], [91, 55], [92, 53]]",2.40636922104526,382.9390892982483,0.35688628648537435
"[[50, 81], [89, 45], [43, 13], [28, 30], [58, 41], [35, 85], [17, 39], [29, 88], [33, 58], [96, 62]]",2.23734825502508,390.1216323375702,0.34974856075566685
"[[26, 71], [41, 35], [54, 67], [67, 48], [51, 66], [78, 38], [76, 84], [39, 31], [86, 47], [50, 35]]",1.319456400084106,397.2708749771118,0.3427535895405535
"[[51, 23], [85, 47], [99, 4], [76, 39], [49, 74], [33, 45], [53, 47], [24, 59], [91, 99], [66, 32]]",1.3863658345635526,404.5990078449249,0.33589851774974244
"[[97, 3], [43, 74], [71, 69], [35, 72], [46, 67], [66, 85], [70, 61], [45, 34], [98, 1], [47, 22]]",1.058507195416004,411.79273438453674,0.3291805473947476
"[[59, 51], [85, 86], [47, 42], [100, 23], [59, 50], [82, 73], [93, 39], [92, 92], [38, 21], [25, 3]]",0.7522086450778908,419.12454175949097,0.32259693644685267
